Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6
8571	2	2	2	31	0	-1	-1	-1	-2	-2	81	142	32	39	104	114	142	32	39	104	114	969
4286	2	2	1	24	0	0	-2	-1	-1	-2	149	0	0	24	52	0	0	0	24	52	0	9
952	2	2	1	28	2	2	3	2	2	2	741	805	786	766	824	808	83	0	0	71	0	48
7143	2	1	1	26	-1	-1	0	0	-1	-1	46	62	81	45	26	13	62	46	0	26	13	2
476	2	2	2	24	0	0	0	0	0	0	322	354	371	395	406	816	37	30	30	18	15	32
714	2	2	2	33	0	0	0	0	0	0	722	713	668	709	660	642	72	48	71	71	48	48
1190	1	1	2	29	1	2	2	2	2	2	141	135	191	184	197	190	0	62	0	19	0	19
476	1	2	1	59	3	2	3	3	2	2	143	185	202	195	189	206	48	24	0	0	24	0
11905	1	1	1	35	0	0	0	0	2	0	3425	2807	2400	2493	2418	2194	115	121	172	0	68	29
4762	1	1	1	37	-1	-1	-1	-1	-1	-1	96	107	0	27	32	45	108	0	27	32	45	0
1667	1	1	1	39	0	0	0	0	0	0	1607	1637	1409	1147	1100	1153	74	171	238	40	71	32
3810	2	3	2	26	0	0	0	0	-2	-2	58	83	106	0	0	0	26	25	0	0	0	2321
714	1	1	2	28	0	0	0	0	2	0	250	274	298	329	320	335	29	29	36	0	24	36
6429	2	2	1	50	0	0	0	0	0	0	543	594	632	661	698	730	60	48	48	48	48	48
1190	1	1	2	23	-1	-1	-1	-2	-2	-2	73	86	0	0	0	0	86	0	0	0	0	0
1905	2	2	1	42	0	0	0	0	-2	-2	1117	756	381	0	0	0	42	24	0	0	0	0
2143	2	1	2	24	0	0	0	-2	-2	-2	1854	1819	0	0	0	0	78	0	0	0	0	0
3095	1	1	1	42	0	0	0	0	0	0	571	552	450	475	1952	1909	31	40	48	1500	69	71
476	1	3	1	56	0	0	2	0	0	0	339	383	338	350	329	343	50	24	24	17	24	12
1190	1	2	2	31	1	2	0	0	2	0	1158	1073	1136	466	456	477	0	102	51	0	29	24
6429	2	3	1	37	-1	-1	-1	-1	-1	-1	9	52	4	0	4	0	52	4	0	4	0	10
1190	1	3	2	57	-1	-1	-1	-1	-1	-1	9	41	9	9	9	9	41	9	9	9	9	13
7381	2	3	1	43	0	0	0	0	0	0	166	174	169	134	140	134	27	30	25	24	12	12
1429	2	3	1	38	0	0	0	0	-1	-1	633	591	548	308	9	17	44	29	6	9	17	324
6190	2	2	2	40	0	0	0	0	0	0	5752	5824	3026	0	2964	3059	310	155	0	2964	143	155
5476	1	2	2	32	0	0	0	0	0	0	1181	1034	993	906	805	725	49	40	25	24	22	7
14286	2	3	1	46	-1	-1	-1	-1	-1	-1	546	272	559	735	412	238	272	560	742	413	238	238
2857	1	3	1	47	0	0	0	0	0	0	1709	1745	1798	1851	1873	1914	64	81	83	67	71	71
7143	2	1	1	33	-1	-1	-1	-1	-1	0	93	95	34	127	162	70	95	34	127	162	3	41
476	1	2	2	21	0	0	2	0	0	-2	459	500	481	476	0	0	119	0	0	0	0	0
6190	2	1	2	36	-1	-1	-1	-1	-1	-1	184	34	19	19	20	293	34	19	19	20	293	180
476	1	2	2	21	0	0	-1	0	0	0	470	426	457	456	447	458	24	626	16	16	18	20
4286	2	4	1	44	0	0	-1	-1	-1	-1	498	0	20	0	164	246	0	20	0	164	246	4
4762	2	1	2	30	0	0	0	0	0	0	4687	4502	4363	3515	3526	2381	214	167	131	143	100	86
4762	1	4	1	66	0	0	0	0	0	0	3428	2434	1304	1330	1341	1366	114	61	62	48	53	50
1190	1	1	2	29	2	2	2	2	2	2	595	579	633	616	659	673	0	64	0	53	29	0
476	2	2	1	46	1	2	0	0	0	0	316	304	329	355	358	387	0	38	38	17	38	39
7143	2	1	2	44	-2	-2	-2	-1	0	-1	233	7	0	19	19	4	7	0	19	0	4	0
1190	2	2	1	37	0	0	0	0	0	0	1119	1148	1174	674	690	704	48	48	29	26	25	24
3571	2	2	1	44	-2	-2	-2	-2	-2	-2	7	189	80	42	0	0	194	435	42	0	0	0
5952	2	4	1	27	0	0	0	0	0	0	3043	1444	1171	811	796	808	89	38	48	24	26	21
3095	1	2	2	28	0	0	0	0	0	0	2108	1777	1813	1849	1890	1906	64	65	66	70	69	71
11667	1	3	1	45	0	0	2	0	0	0	1340	1359	1324	1310	1237	1443	190	0	119	71	238	71
3333	2	1	2	25	2	0	0	0	0	0	634	687	811	859	952	1082	71	143	71	119	143	119
4286	1	2	1	41	-1	-1	-1	-1	-1	-1	20	43	32	9	43	44	43	32	9	43	44	9
4286	2	3	2	30	0	0	0	0	0	0	2521	2149	1480	1351	1260	497	119	83	24	34	24	12
9524	1	2	2	29	1	2	0	0	0	0	502	470	454	361	359	304	0	36	24	24	48	48
2381	2	2	1	43	0	0	0	0	0	0	2356	1793	1858	1158	1309	1364	95	119	71	214	95	119
2381	2	2	2	31	0	0	0	0	0	0	772	814	869	879	901	916	61	69	31	36	33	34
3333	1	3	1	56	2	0	0	0	0	0	2154	2218	2247	2283	2181	2223	100	86	78	79	78	77
5476	2	1	2	33	-1	-1	-1	-1	0	0	12	0	8	23	23	34	0	8	23	0	36	104
1190	1	2	2	23	0	0	0	0	0	0	265	325	356	386	394	408	71	44	43	21	24	24
3333	1	1	1	49	2	0	0	0	0	0	3241	2341	1444	947	953	973	113	86	36	31	31	31
714	1	2	1	39	0	0	0	0	0	0	682	694	502	411	378	227	48	57	29	8	5	0
1190	1	2	2	26	2	2	2	2	2	2	785	813	793	839	823	879	48	0	67	0	74	0
5952	2	1	2	31	-1	0	0	0	0	-1	868	718	579	314	159	224	119	31	24	3	224	461
1190	1	2	2	33	0	0	0	0	0	0	551	671	729	720	438	409	131	76	83	76	60	71
714	2	2	2	25	-1	2	2	0	0	0	106	137	131	149	182	203	36	0	24	36	24	19
5000	2	2	2	30	0	0	2	2	2	0	2135	2239	2024	2161	2005	1671	179	2	238	0	71	48
6190	2	1	2	27	0	0	0	0	0	0	361	556	526	452	468	530	286	190	24	24	119	119
1667	2	2	1	44	0	0	0	0	0	0	1635	1656	1697	1684	1209	1205	61	69	151	48	47	47
4286	2	3	2	42	0	0	0	0	0	0	2448	2444	1973	1859	1748	2573	119	119	119	119	1012	71
5952	2	1	2	28	0	0	0	0	0	0	2782	2612	2417	2197	1702	1852	119	119	71	71	274	238
1190	1	2	2	31	2	0	0	0	-1	-1	1186	682	702	96	24	0	48	36	24	24	0	0
1905	2	2	2	26	0	0	0	0	0	0	839	910	919	966	975	1008	95	128	71	35	48	40
7381	2	1	1	33	-2	-2	-2	-2	-2	-2	3	21	0	0	0	0	21	0	0	0	0	0
4048	1	1	1	35	-1	-1	-1	-1	-1	-1	11	8	13	13	15	18	8	13	13	15	18	13
11905	2	1	2	34	0	0	0	0	0	0	2844	3413	3793	6254	7335	9525	619	476	2540	1190	2381	4762
1667	2	2	2	24	0	-1	0	0	0	-1	167	38	671	690	709	645	47	667	30	36	696	24
1905	2	2	1	40	0	0	0	0	0	0	884	912	498	514	525	536	49	39	32	19	19	20
8571	2	1	2	49	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
1190	1	3	2	37	-1	0	0	0	0	0	482	1209	1270	1087	480	504	1084	83	34	48	31	18
2381	2	1	2	26	1	-1	-1	-1	-1	-1	0	15	0	8	15	0	15	0	8	15	0	8
3333	1	3	1	39	0	0	0	0	0	0	3293	3383	3239	3274	2113	2129	144	152	154	77	75	75
1429	2	2	2	22	1	2	2	0	0	0	1241	1255	1141	699	670	662	48	0	24	24	24	27
6429	2	3	1	35	0	0	0	-2	-1	0	1434	1468	0	6	3887	3891	71	0	6	3881	141	114
1667	2	1	2	25	0	0	0	0	0	0	666	584	608	618	354	355	33	43	29	12	16	13
4048	2	1	1	35	2	2	2	2	2	2	3141	3171	3136	3313	3357	3433	114	48	262	131	131	129
714	2	1	2	30	0	0	0	0	0	0	780	805	746	771	789	810	38	48	36	29	32	60
7143	2	1	2	48	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
10476	2	2	1	32	2	0	0	0	0	0	8081	7725	7717	6856	6855	6593	274	265	245	264	267	286
1190	1	2	2	25	0	0	0	0	0	0	1042	928	829	440	469	427	43	40	30	36	15	17
952	1	2	2	24	4	3	2	3	2	2	913	891	925	932	938	974	0	56	29	29	55	33
1190	2	2	1	38	0	-1	-1	-1	-1	-1	29	29	29	29	42	25	29	29	29	42	25	4
714	2	2	2	30	0	0	2	0	0	0	395	452	438	525	564	608	71	0	95	48	54	36
476	2	2	2	22	0	0	0	0	0	0	485	477	683	352	433	485	36	31	26	88	60	14
5476	2	1	2	27	0	0	0	0	0	0	2505	2568	2623	1432	1477	1525	103	108	56	72	72	74
3333	1	3	1	45	-1	-1	-2	-2	-2	-2	37	0	0	0	0	0	0	0	0	0	0	0
7381	2	2	1	42	-2	-2	-2	-2	-2	-2	68	110	50	336	50	53	187	50	336	50	53	43
6667	2	2	2	33	-2	-2	-1	0	0	-1	4	88	41	41	41	20	88	41	0	40	24	524
11190	1	1	2	30	-2	-2	-2	-2	-2	-2	235	78	122	220	102	238	79	122	222	103	239	182
2857	2	3	1	39	2	2	2	2	4	3	1177	1226	1276	1388	1361	1332	83	83	148	9	0	50
1190	1	2	2	36	0	0	2	0	0	0	405	432	412	393	421	424	71	24	24	48	24	48
1190	2	1	2	28	0	0	0	0	0	2	1160	1149	937	241	242	236	57	48	11	18	0	4
5238	2	3	2	40	0	0	0	2	0	0	4694	3958	4252	4151	4274	4394	155	357	0	190	190	357
1905	2	1	2	34	-1	-1	-1	2	0	0	829	664	400	298	287	30	664	298	0	0	0	17
714	2	3	2	43	2	2	2	2	3	2	322	321	357	375	362	353	12	48	31	0	0	33
714	2	3	1	38	-2	-2	-2	-2	-2	-2	37	20	213	128	0	48	20	213	130	0	48	0
714	2	4	1	33	0	0	0	0	0	0	597	601	626	630	635	671	33	44	33	24	56	24
1190	2	2	2	25	0	0	0	-1	0	-1	105	89	0	101	116	51	71	0	101	49	51	0
8333	2	3	1	36	0	0	2	0	0	0	6089	6551	6213	6221	6085	6070	786	0	262	219	202	198
8571	2	1	1	39	-1	-1	-1	-1	-1	-1	510	741	427	459	641	454	741	427	463	641	454	182
5000	1	1	1	39	-1	-1	2	2	-1	2	81	18	11	3	19	8	24	0	0	24	0	15
3333	1	3	2	26	0	0	0	0	0	0	444	466	331	338	314	309	31	27	10	10	19	0
1190	1	2	1	33	0	0	0	0	0	0	1188	1196	630	733	257	262	48	48	119	24	24	0
1905	2	1	2	34	-1	2	-1	-1	-1	-1	16	8	8	8	8	8	0	8	8	8	8	8
3333	2	1	2	31	-1	2	-1	-1	-1	-1	16	8	8	8	11	8	0	8	8	11	8	8
476	1	2	2	34	0	0	0	0	0	0	876	412	386	418	383	494	76	48	38	21	124	7
476	1	3	2	35	0	0	0	0	0	0	404	405	367	331	276	272	40	38	48	24	36	24
6190	2	2	2	30	-1	-1	-1	-1	-1	-1	4	4	7	4	8	4	4	7	4	8	4	7
1905	1	2	2	36	-2	-2	-2	-2	-2	-2	1410	625	247	1782	1769	0	27	255	1782	35	0	0
2381	2	1	2	25	1	-1	-1	-1	-1	-2	0	83	0	24	0	0	83	0	24	0	0	0
8571	1	1	2	31	1	-1	-1	-1	-1	-2	0	23	90	18	0	0	23	90	18	0	0	0
1905	2	3	2	43	0	0	0	0	0	0	1824	1863	1867	1178	1204	1088	74	74	40	42	40	71
4048	2	3	2	46	-1	-1	-1	-1	-1	-1	47	25	4	66	74	12	25	4	66	74	12	5
1429	2	3	1	48	0	0	0	0	0	0	1396	1406	1271	891	894	844	60	48	45	36	31	31
714	2	2	2	24	0	0	0	0	0	0	633	645	637	647	648	648	36	34	34	24	24	48
2381	1	2	1	24	1	2	2	2	2	2	315	320	324	350	357	364	17	17	31	17	17	0
4762	1	2	1	28	2	2	7	7	7	7	58	58	58	58	58	58	0	0	0	0	0	0
1190	2	2	2	47	0	0	0	0	0	0	936	968	994	1095	1025	1023	48	42	119	36	37	71
3095	2	3	1	49	0	0	0	0	0	0	2588	2571	2091	1123	1146	1172	143	108	52	48	48	48
2857	1	3	1	49	0	-1	-1	-1	-1	-1	2844	92	55	19	195	110	92	55	19	195	110	26
1429	2	4	2	22	0	0	0	0	0	0	1455	1459	1327	711	681	690	71	71	48	36	36	48
5952	2	2	1	39	-1	-1	-1	-1	-1	-1	231	0	29	175	0	66	0	29	176	0	66	37
11905	1	2	1	33	0	0	0	0	0	0	2115	2159	2015	2142	1913	1838	144	119	239	60	72	346
1905	1	2	2	25	1	2	2	2	0	0	1947	1895	1123	1079	1102	1127	0	87	0	40	44	44
3333	2	2	1	45	0	0	0	2	2	2	1320	1370	1452	1461	1506	1537	71	119	48	71	60	0
2143	2	2	2	31	0	0	0	0	2	2	530	558	582	636	618	642	44	34	63	0	33	48
2143	2	2	1	43	-2	-2	-2	-2	-2	-2	178	138	360	0	0	0	139	360	0	0	0	0
4048	2	2	1	37	2	0	0	2	2	2	3224	3299	3528	3566	3506	3734	162	321	131	0	286	0
8095	2	2	1	33	-2	-1	0	-1	0	0	39	74	1050	745	414	516	48	947	1032	119	238	240
3810	2	1	2	28	-2	-2	-2	-2	-2	-2	8	38	55	43	24	34	38	57	43	24	34	0
2381	2	2	1	58	0	0	0	0	0	0	2411	2416	2259	2412	2416	2365	87	101	238	85	119	98
4048	1	2	2	27	-1	-1	-1	-1	0	0	17	4	11	34	14	7	4	24	34	7	0	7
2857	2	2	1	39	-1	-1	-1	-1	-1	-1	8	8	8	0	15	8	8	8	0	15	8	0
4762	1	1	2	30	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
4286	2	1	1	42	1	-1	-1	-2	-2	-2	0	31	0	0	29	0	31	0	0	29	0	0
476	1	2	2	26	1	3	2	2	2	2	407	417	403	467	444	453	24	0	79	0	29	17
3571	2	2	1	31	2	0	0	0	0	0	2415	2477	2577	2604	2650	2985	92	131	95	77	369	95
5000	1	1	2	30	-1	-1	-1	0	-1	-1	11	13	44	22	22	24	25	53	0	22	24	24
4762	2	1	1	38	-1	-1	2	2	2	-1	42	32	6	173	63	243	32	0	167	0	250	83
1190	1	3	1	42	0	0	0	0	0	0	1139	1173	1199	224	229	233	52	55	8	8	9	8
714	1	2	2	31	0	0	0	0	0	0	638	675	2054	675	680	557	48	38	14	24	11	0
3810	2	2	1	43	-1	-1	-1	-1	-1	-1	134	6	12	374	12	12	6	12	374	12	12	12
2381	2	3	2	56	0	0	0	0	0	0	1668	1618	1086	947	788	816	52	36	31	29	71	48
4762	2	3	2	33	1	2	2	2	2	2	1238	1215	1303	1320	1336	1360	0	119	48	48	45	52
7381	2	2	1	32	0	0	0	0	0	0	1750	1820	1875	1919	1963	2006	95	95	71	71	71	119
4762	2	1	2	31	-1	-1	-1	-1	-1	-1	99	19	29	9	9	9	19	29	9	9	9	9
7857	2	3	1	50	-1	-1	-2	-2	-2	-1	49	0	0	0	0	8	0	0	0	0	8	0
1190	1	2	1	39	2	2	2	2	2	2	749	730	792	772	823	845	0	81	0	64	38	36
1190	2	2	2	32	0	0	0	0	0	0	298	324	347	370	380	394	38	36	36	24	24	24
11429	2	3	1	39	-2	-2	-1	-1	-1	0	1222	1777	1603	474	563	300	1748	488	1	564	1	252
8571	1	2	1	36	0	0	-1	-1	-1	-1	484	302	45	56	100	140	29	45	56	100	140	0
2857	2	1	2	30	-1	-1	-1	-1	-1	-1	8	8	8	8	8	179	8	8	8	8	179	8
6905	2	1	1	39	-1	-1	-1	-1	-1	-1	6	6	6	6	6	6	6	6	6	6	6	6
4048	2	2	1	31	-1	0	0	0	0	-2	1444	1523	1478	1500	0	0	119	119	95	0	0	79
5476	2	1	1	43	-2	-2	-2	-1	0	0	0	0	5	1048	557	310	0	5	1048	1	310	624
3571	2	1	1	34	-1	-1	-1	-1	-1	-1	74	74	74	69	69	69	74	74	69	69	69	74
7143	2	2	2	39	0	0	-2	-2	-2	-2	200	8	8	8	8	8	8	8	8	8	8	47
4762	1	1	2	31	0	0	0	0	0	0	158	161	189	111	1814	1783	45	72	83	1738	64	90
1905	2	2	2	24	0	0	2	2	2	2	1676	1807	1826	1781	1896	1851	158	63	0	143	0	71
8571	2	2	1	33	0	0	0	-2	-2	-2	276	280	0	0	0	0	25	0	0	0	0	0
5238	2	2	2	26	0	0	0	0	0	-1	1362	3826	5011	1765	43	2281	2566	1299	35	43	2239	61
3095	2	2	1	45	0	0	0	0	0	2	3064	3093	3039	3032	3065	3073	167	112	107	224	86	131
10000	1	2	1	37	0	0	0	0	0	0	9887	9801	9247	9286	9482	9753	401	370	333	345	429	303
1190	1	2	3	37	0	0	0	0	0	0	1067	1042	1027	1043	986	1013	48	49	41	36	43	40
8333	1	2	2	32	0	0	0	0	0	0	5429	5249	4528	4587	4697	4794	214	207	167	181	186	202
3333	2	1	2	29	-1	-1	-1	-2	-2	-2	356	69	0	0	0	0	69	0	0	0	0	0
1190	2	1	2	25	0	0	0	0	0	0	1192	1114	1146	1147	462	462	42	60	42	48	17	24
8571	1	1	2	28	-1	-1	-1	0	0	-1	29	20	1539	3000	2538	2989	9	1803	1489	405	3148	3976
6667	2	1	2	35	0	-1	-1	-1	-1	-1	240	927	177	116	55	212	952	192	119	57	214	183
714	2	2	2	24	1	2	2	2	2	2	600	583	654	665	647	681	0	81	29	0	60	24
3810	2	1	2	27	0	0	0	2	2	0	2318	2676	2834	2486	1499	1269	476	238	72	0	71	48
1190	1	3	1	45	0	-1	-1	-2	-2	-2	127	28	0	0	0	0	28	7	0	0	0	0
714	1	2	2	27	0	0	0	0	0	0	248	272	296	298	305	307	36	36	14	15	11	11
2619	1	3	1	51	-1	-1	-1	0	0	0	51	46	647	636	601	566	46	647	48	19	19	22
476	2	3	3	55	1	2	3	2	2	2	442	485	470	455	490	478	57	0	0	42	0	14
1667	2	1	2	27	0	0	2	0	0	0	1720	1621	1563	1574	1575	1628	143	0	71	60	98	98
3333	1	2	2	29	0	0	0	0	-2	-2	3158	1314	1333	0	0	0	119	48	0	0	0	0
3571	2	1	2	28	0	0	0	0	0	0	305	327	349	288	300	362	38	36	38	24	71	52
2143	2	3	1	46	-2	-2	-2	-2	-2	-2	8	256	253	8	8	8	256	253	8	8	8	8
476	1	2	1	35	0	0	0	0	0	-1	419	472	269	88	107	39	72	24	24	71	39	0
4762	2	2	1	44	1	2	2	2	0	0	64	59	153	148	125	167	0	95	0	48	48	48
3095	2	2	1	37	0	0	0	0	0	0	91	207	249	240	299	299	119	48	0	60	0	0
6190	1	1	1	53	1	-2	-2	-1	-1	2	0	24	0	46	102	4	24	0	46	102	0	4
8095	2	2	1	40	0	0	0	0	0	0	5820	5498	5447	5462	3846	3927	238	238	169	138	141	145
11190	1	1	1	38	0	0	0	0	0	0	792	816	915	4709	4827	1119	44	119	3870	138	40	47
2857	1	3	1	47	-1	-1	-1	-1	-1	-1	25	16	7	25	7	16	16	7	25	7	16	25
10000	1	2	2	30	0	0	0	0	0	0	2915	2693	2133	1993	1318	1293	115	98	75	48	75	72
8095	2	1	2	35	-1	-1	0	0	0	0	12	379	1068	999	1929	916	379	714	476	1190	476	238
476	1	2	2	49	2	0	0	0	0	0	186	207	231	236	241	251	27	28	8	9	14	14
5000	2	1	1	26	1	2	-1	-1	-1	2	133	64	89	119	134	86	0	97	119	134	0	32
11905	1	1	2	27	0	0	0	0	0	0	4862	4801	4704	4574	4470	4378	177	151	126	126	138	120
1190	2	4	1	45	0	0	0	0	0	0	1166	1188	1120	695	646	679	48	36	48	48	48	36
5476	2	1	1	34	2	2	2	2	2	2	4432	4542	4660	4731	4801	4904	214	221	179	179	179	179
1190	1	1	2	23	-1	-1	-1	-1	-1	-1	23	81	25	33	67	88	83	262	48	48	152	71
2857	1	1	2	27	0	0	2	0	0	0	1807	1856	1890	1937	1960	2008	93	79	93	76	83	83
6190	2	2	1	38	0	0	0	0	0	0	4551	4631	4532	4445	4233	3947	199	171	155	143	143	152
1190	2	2	1	50	0	0	0	0	0	0	212	219	244	255	256	276	29	29	24	24	24	24
2381	2	2	1	33	0	0	0	0	0	0	2195	2115	2137	1857	1691	1595	77	77	66	45	46	52
5714	1	2	2	38	0	0	0	0	0	0	3989	4014	4109	3456	3360	3030	200	238	179	133	131	110
11905	2	1	2	34	-1	-1	-1	-1	0	-1	111	147	114	743	139	87	147	114	743	0	98	176
4762	2	1	2	28	-1	-1	-1	-1	-1	-1	143	86	63	41	39	310	86	63	41	39	310	11
4762	1	1	1	49	1	-1	-1	-1	-1	-1	0	12	0	12	8	17	12	0	12	8	17	127
3571	2	1	1	30	0	0	-2	-2	-2	-2	147	0	0	0	0	0	0	0	0	0	0	626
3810	1	2	1	32	0	0	0	0	0	0	2218	2268	2316	2352	2405	2457	107	107	95	95	95	95
3571	2	2	2	38	-1	-1	-2	-2	-2	-2	30	0	0	0	0	0	0	0	0	0	0	0
2381	2	3	1	28	-2	-2	-2	-2	-2	-2	75	164	10	10	10	10	164	10	10	10	10	29
9048	1	2	1	38	-2	-2	-2	-1	-1	-2	0	0	24	50	0	97	0	24	50	0	97	238
3571	2	1	2	34	-2	-2	-2	-2	-2	-2	29	258	210	402	410	477	286	119	402	429	477	1227
476	2	3	3	32	0	0	0	-2	-2	-1	463	492	0	0	0	24	48	0	0	0	24	0
6667	1	1	2	47	-2	-2	-2	-2	-2	-2	52	6	101	24	131	127	6	101	24	131	127	10
476	1	2	2	54	0	0	0	0	0	0	898	292	214	210	242	279	29	29	38	36	40	24
2143	2	2	2	24	0	0	-2	-2	-2	-2	576	0	0	0	0	0	0	0	0	0	0	0
238	1	2	2	23	0	0	0	0	0	0	239	233	239	157	160	94	48	36	24	51	2	0
476	2	3	2	27	0	0	0	0	0	0	483	483	481	471	479	461	36	33	48	71	24	24
1190	2	2	2	29	0	0	0	0	0	0	581	559	538	337	257	214	95	119	95	71	24	71
4762	2	1	1	32	0	0	0	0	0	0	2421	2389	3613	3508	1427	933	95	1427	143	48	48	48
1429	2	2	2	24	-1	0	-1	0	0	0	237	183	226	243	238	282	24	226	24	5	44	140
5238	2	3	1	38	0	0	0	0	0	0	2872	2657	2361	2344	2172	2240	114	110	83	95	100	81
1429	2	3	1	47	0	0	0	0	0	0	1407	550	422	242	221	53	33	24	5	4	8	428
1190	1	1	2	28	0	0	-1	-1	-1	-2	554	383	474	265	0	0	124	474	265	0	0	0
4762	1	3	2	40	-1	-1	-1	-1	-1	-1	8	8	8	8	8	8	8	8	8	8	8	8
3095	2	2	2	27	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
714	1	2	1	27	4	4	3	2	2	3	258	251	243	236	272	261	0	0	0	40	0	0
6190	2	2	1	45	-1	-1	-1	-1	-1	-1	188	141	133	130	141	142	141	133	131	141	142	137
714	1	3	2	46	6	5	4	3	2	0	789	770	748	722	714	690	0	0	0	0	119	0
4762	2	2	2	32	0	0	0	0	0	0	3930	4069	4431	4480	3362	3434	238	476	143	126	131	110
1190	2	3	2	22	0	0	0	0	0	0	1112	1139	1161	1122	938	950	45	44	46	31	35	28
6190	2	1	2	36	-1	-1	-1	0	0	0	123	0	366	502	659	767	0	366	238	167	119	119
9762	2	1	1	46	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
2143	2	1	2	29	-2	-2	-2	-2	-2	-2	41	60	82	82	70	52	60	82	82	70	52	74
2381	2	2	1	48	0	0	0	0	0	0	2596	2310	1928	1732	1599	1631	87	90	119	119	71	71
7143	1	2	2	35	0	0	0	0	0	0	6584	4926	4045	4060	3624	2416	632	238	217	244	121	91
1905	2	2	1	25	0	0	0	0	0	0	1818	1844	1763	1747	1356	1408	71	71	64	48	119	52
2857	2	2	1	36	2	2	0	0	2	2	2808	2729	2752	2821	2772	2792	0	105	214	0	214	105
714	2	1	2	41	0	0	0	0	0	0	532	628	692	700	711	698	210	96	48	119	143	143
5000	2	1	2	31	-2	-2	-2	-2	-2	-2	5	9	14	9	9	9	9	14	9	9	9	9
3095	2	1	2	29	-1	-1	-1	-1	-1	-1	10	10	5	15	10	352	10	5	20	10	352	10
1190	1	1	2	39	0	0	0	0	0	0	1123	1142	1158	1210	733	378	43	48	71	48	48	48
714	2	2	2	22	0	0	2	0	0	0	648	690	663	654	580	505	86	0	33	12	10	0
8095	2	1	2	30	-1	-1	-1	-1	-1	-1	70	80	89	43	32	254	80	90	43	32	255	21
3333	2	3	2	24	0	0	0	0	0	0	3013	2974	2648	1803	1649	1395	117	93	110	95	71	95
2381	1	2	1	30	0	0	0	0	0	0	1381	1430	1522	1620	1649	1336	71	119	126	71	157	0
1190	2	1	2	29	2	0	0	2	0	0	1201	1151	1217	1146	462	458	50	117	0	71	60	24
714	2	2	1	26	2	2	2	2	2	2	737	730	711	728	664	698	49	0	55	0	57	0
714	1	3	2	49	0	-1	-1	0	-1	-1	380	6	415	402	696	271	6	486	20	696	17	0
1190	2	2	2	25	1	2	2	2	2	2	327	362	350	384	375	412	48	0	48	0	48	0
4762	2	2	1	47	-2	-2	-2	-2	-2	-2	210	0	137	0	53	1571	0	137	39	53	1571	714
6190	1	2	1	38	-1	-1	-1	-1	-1	-1	427	136	683	29	63	34	136	686	31	64	34	62
11429	2	2	1	45	-1	-1	-1	-1	-1	-1	29	531	145	141	13	31	531	145	141	13	31	35
9524	2	2	2	38	-2	-2	-2	-2	-1	0	0	0	0	0	1080	1103	0	0	0	1080	26	27
1190	2	3	1	36	0	0	0	0	0	0	1058	839	894	424	328	334	60	262	14	12	12	12
2381	2	3	2	53	0	0	0	0	0	0	2417	711	741	1396	1416	1445	37	42	693	54	56	55
5000	1	1	2	28	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0
2619	2	2	1	24	0	0	0	0	0	2	1016	1041	1036	1036	1095	1054	62	40	36	95	0	71
2381	1	2	1	35	4	4	3	2	2	2	1961	1956	1984	1938	1993	2097	40	74	0	90	140	76
1190	2	1	2	24	0	0	0	0	0	0	1190	1182	1150	721	723	687	47	41	25	25	25	24
7381	2	2	2	26	0	0	0	0	0	0	275	227	254	304	383	448	72	119	95	119	119	22
3571	2	1	1	38	-1	-1	-1	-1	-1	-1	3	13	318	313	253	200	14	322	315	254	201	59
9048	2	2	1	44	0	0	0	0	0	0	6399	6438	6166	6219	6299	3901	263	238	262	250	179	179
714	1	3	2	23	1	2	0	0	0	0	724	694	724	717	616	612	0	48	34	0	2	0
5000	2	2	2	33	1	0	0	0	0	0	520	414	448	2806	2830	2892	54	71	2381	95	88	83
2381	1	2	2	26	0	0	0	0	0	0	1430	1487	1172	1203	1234	1263	95	71	48	48	52	40
476	1	2	2	23	2	2	2	0	0	-2	170	225	218	238	0	0	58	0	24	0	0	0
1190	2	2	2	25	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	183
9048	2	2	2	41	0	0	0	0	-1	0	2070	1814	1513	532	220	251	77	31	11	220	251	121
5476	2	2	2	41	0	0	0	0	0	0	928	840	936	916	958	1012	119	119	119	71	119	71
5476	1	2	1	45	0	0	0	0	0	0	986	1010	1053	1088	1111	1138	48	60	60	48	48	48
11905	1	3	1	43	0	0	0	0	0	0	1365	1309	1053	969	888	644	97	119	119	95	119	0
1190	1	1	1	40	0	0	0	0	0	0	1013	860	231	213	158	176	52	48	24	12	24	10
1667	2	3	1	24	0	0	0	0	0	0	1580	1621	1210	742	683	257	95	72	119	48	71	71
